0.150106334	26.27664399	32.29122733
0.450161934	24.28227756	32.92925189
0.749995711	23.05149261	33.00771213
1.049692546	22.22273058	33.37775874
1.349184404	20.50921036	33.92417685
1.648428717	18.9988398	34.46781963
1.947530656	18.64187957	34.56524701
2.246567871	18.08913069	34.74681659
2.545518899	17.52495174	34.97402039
2.844416201	17.4384858	35.01738443
3.143299783	17.34160951	35.03608859
3.442176222	17.31029796	35.03805598
3.741049035	17.28067967	35.04648662
4.039914724	17.18043546	35.05821652
4.338763525	17.01404808	35.1114694
4.637592075	16.87703677	35.14222483
4.936402137	16.72305393	35.18405063
5.235198997	16.67500371	35.19519056
5.533988258	16.59671978	35.21036881
5.832763947	16.48573879	35.25578367
6.131528756	16.44192185	35.25752083
6.430290906	16.41614248	35.25548114
6.729046159	16.34108387	35.28566017
7.027792385	16.2979713	35.29742044
7.326534484	16.2690011	35.29783572
7.625274058	16.24427325	35.30084434
7.924010455	16.21211484	35.30613968
8.222742539	16.17342942	35.31512225
8.521471393	16.14657533	35.31235473
8.820197952	16.12433163	35.31794632
9.118918845	16.05895131	35.33377392
9.41763373	16.00735716	35.33365952
9.716345461	15.99617609	35.34026408
10.0150565	15.94885114	35.31941806
10.31375858	15.81394917	35.36323387
10.61243975	15.60536485	35.40146228
10.91110197	15.44090672	35.41984209
11.20974812	15.29998428	35.45275791
11.50838065	15.19959787	35.46838253
11.80700183	15.07335416	35.48561182
12.10561505	15.03409099	35.48882873
12.4042243	15.00648424	35.49884645
12.70282983	14.98063848	35.50368316
13.0014337	14.97463395	35.50168449
13.30003617	14.95505615	35.50583086
13.59863668	14.95116937	35.50950028
13.89723643	14.95015711	35.50833215
14.19583547	14.94176945	35.51013485
14.49443398	14.94712631	35.5093406
14.79303218	14.94258171	35.51005318
15.09163001	14.94231746	35.50843179
15.39022698	14.93877753	35.51365981
15.6888232	14.94208383	35.51212343
15.98741897	14.94207232	35.5156321
16.28601426	14.94085422	35.51310637
16.58460963	14.94328838	35.51235141
16.88320496	14.95047279	35.51324717
17.18179996	14.94522717	35.51291135
17.48039428	14.94459587	35.51467487
17.77898858	14.94668455	35.51060526
18.07758293	14.94611911	35.51166795
18.37617651	14.93967868	35.51253933
18.67476977	14.94225182	35.5104888
18.97336294	14.94004781	35.51048053
19.26531621	14.94125969	35.51178495
