% Device;CC1314008
% File name;CC1314008_20140115_132944
% Cast time (UTC);2014-01-15 13:29:44
% Cast time (local);2014-01-15 11:29:44
% Sample type;Cast
% Cast data;Processed
% Location source;GPS
% Default latitude;32
% Default altitude;0
% Start latitude;-22,9883409
% Start longitude;-43,1333504
% Start altitude;-9,119999885559082
% Start GPS horizontal error(Meter);3,0399999618530273
% Start GPS vertical error(Meter);4,3000001907348633
% Start GPS number of satellites;6
% End latitude;
% End longitude;
% End altitude;
% End GPS horizontal error(Meter);
% End GPS vertical error(Meter);
% End GPS number of satellites;
% Cast duration (Seconds);396,6
% Samples per second;5
% Electronics calibration date;0001-01-01
% Conductivity calibration date;2013-05-06
% Temperature calibration date;2013-05-06
% Pressure calibration date;2013-05-06
% 
Pressure (Decibar);Depth (Meter);Temperature (Celsius);Conductivity (MicroSiemens per Centimeter);Specific conductance (MicroSiemens per Centimeter);Salinity (Practical Salinity Scale);Sound velocity (Meters per Second);Density (Kilograms per Cubic Meter)
12,45;12,404224296490121;15,006484236847374;43475,730254681985;54335,854654580362;35,498846446368617;1507,482741136045;1026,4112700820776
12,75;12,702829832326309;14,98063847547412;43455,420819779873;54345,581357382951;35,503683158946849;1507,4118360000355;1026,4220360378795
13,049999999999999;13,001433697114052;14,974633947899552;43447,393231267313;54343,703669549468;35,501684485766461;1507,3955290273095;1026,4231493009233
13,35;13,30003617025276;14,955056150151904;43432,569544395868;54351,781388036849;35,505830857709988;1507,343542589487;1026,4319946433989
13,649999999999999;13,598636683866367;14,951169373551409;43432,844285961961;54357,413020700587;35,509500277000171;1507,3405201758455;1026,4370120629051
13,95;13,897236429681376;14,950157114502789;43430,695684485443;54356,101228847408;35,508332147038757;1507,34093029928;1026,4376644339804
14,249999999999998;14,19583547291775;14,94176944612391;43424,449997537253;54359,6973790946;35,510134845105675;1507,3215161251565;1026,4422335141796
14,549999999999999;14,494433975755172;14,947126314593465;43429,0506167733;54358,166185420727;35,509340601207256;1507,3424741413019;1026,4417708917049
14,85;14,793032183677893;14,942581713694732;43425,439983753007;54359,831188458382;35,510053180374342;1507,33392311324;1026,4446522728831
15,149999999999999;15,091630009341969;14,942317457913276;43423,541207240058;54357,813931295925;35,508431789324618;1507,3361658541739;1026,4447901457768
15,45;15,3902269783443;14,93877753395202;43425,862480482;54365,537908071426;35,51365980748708;1507,3360533815016;1026,4509331443796
15,749999999999998;15,688823195571985;14,942083825722364;43427,611375064022;54363,22697202018;35,512123429259539;1507,3496714082496;1026,4503498980064
16,05;15,987418967012449;14,942072319334365;43431,5675042391;54368,194966208117;35,515632101856589;1507,3586964647197;1026,4543892205984
16,35;16,286014258674431;14,940854219485228;43427,73136265888;54365,0507873622;35,513106373436493;1507,3568719995305;1026,4540396663665
16,650000000000002;16,584609627304559;14,943288384289733;43429,4654256249;54363,908409086231;35,512351412780731;1507,368647022955;1026,4542512389483
16,95;16,883204958388522;14,950472787580093;43437,732071150713;54364,478115331272;35,513247174174595;1507,3973460619816;1026,4546889967867
17,25;17,181799958720443;14,945227166925669;43432,277811641376;54364,790103888758;35,512911353470628;1507,3853597195225;1026,4569164339343
17,55;17,480394280398642;14,944595871603307;43433,710867156682;54367,443103904072;35,514674867268447;1507,3903919070096;1026,4597461172539
17,85;17,778988577452257;14,946684547860498;43431,480181740342;54361,80833694055;35,510605261899968;1507,3972089932074;1026,457476924912
18,150000000000002;18,077582930621656;14,946119110228967;43432,213358286572;54363,495535621289;35,511667952892971;1507,4016317029264;1026,4597514956809
18,45;18,376176512167373;14,939678676206347;43426,888533475285;54365,59578450791;35,512539328777329;1507,3872780070963;1026,4631732689725
18,75;18,674769771968318;14,942251816025;43427,345748652857;54362,665816489629;35,510488798254663;1507,3979809965558;1026,4623547840572
19,05;18,973362944515056;14,940047807513057;43425,277844905482;54363,076947465277;35,510480532617358;1507,3959793615086;1026,4641643634116
19,343329301154697;19,265316207548764;14,941259690666078;43428,041283356164;54364,886860973136;35,511784949234482;1507,4061864393971;1026,4662041035174
